player_id,install_date,activity_date,days_since_install,acquisition_channel,campaign_id,creative_id,country,device_tier,active,matches,revenue_usd
p_000006,2026-02-16,2026-02-22,6,Meta,meta_3,creative_6,US,mid_pc,1,3,0.00
p_000006,2026-02-16,2026-02-28,12,Meta,meta_3,creative_6,US,mid_pc,1,2,0.00
p_000006,2026-02-16,2026-03-02,14,Meta,meta_3,creative_6,US,mid_pc,1,2,0.00
p_000006,2026-02-16,2026-03-03,15,Meta,meta_3,creative_6,US,mid_pc,1,2,0.00
p_000006,2026-02-16,2026-03-20,32,Meta,meta_3,creative_6,US,mid_pc,1,3,0.00
p_000007,2026-02-09,2026-02-09,0,Google UAC,google_uac_3,creative_2,JP,mid_pc,1,2,0.00
p_000007,2026-02-09,2026-02-11,2,Google UAC,google_uac_3,creative_2,JP,mid_pc,1,3,0.00
p_000007,2026-02-09,2026-02-13,4,Google UAC,google_uac_3,creative_2,JP,mid_pc,1,1,0.00
p_000007,2026-02-09,2026-02-16,7,Google UAC,google_uac_3,creative_2,JP,mid_pc,1,2,0.00
p_000007,2026-02-09,2026-02-17,8,Google UAC,google_uac_3,creative_2,JP,mid_pc,1,1,0.00
p_000007,2026-02-09,2026-02-26,17,Google UAC,google_uac_3,creative_2,JP,mid_pc,1,2,0.00
p_000007,2026-02-09,2026-03-03,22,Google UAC,google_uac_3,creative_2,JP,mid_pc,1,2,0.00
p_000007,2026-02-09,2026-03-23,42,Google UAC,google_uac_3,creative_2,JP,mid_pc,1,2,0.00
p_000007,2026-02-09,2026-03-27,46,Google UAC,google_uac_3,creative_2,JP,mid_pc,1,4,0.00
p_000008,2026-02-24,2026-02-24,0,Organic,organic,organic,JP,mid_pc,1,2,0.00
p_000008,2026-02-24,2026-02-25,1,Organic,organic,organic,JP,mid_pc,1,6,0.00
p_000008,2026-02-24,2026-02-26,2,Organic,organic,organic,JP,mid_pc,1,4,0.00
p_000008,2026-02-24,2026-02-27,3,Organic,organic,organic,JP,mid_pc,1,5,0.00
p_000008,2026-02-24,2026-03-01,5,Organic,organic,organic,JP,mid_pc,1,6,0.00
p_000008,2026-02-24,2026-03-07,11,Organic,organic,organic,JP,mid_pc,1,4,0.00
p_000008,2026-02-24,2026-03-14,18,Organic,organic,organic,JP,mid_pc,1,7,0.00
p_000008,2026-02-24,2026-03-20,24,Organic,organic,organic,JP,mid_pc,1,3,0.00
p_000008,2026-02-24,2026-03-24,28,Organic,organic,organic,JP,mid_pc,1,6,0.00
p_000009,2026-01-04,2026-01-04,0,Organic,organic,organic,CA,mid_pc,1,2,0.00
p_000009,2026-01-04,2026-01-06,2,Organic,organic,organic,CA,mid_pc,1,2,0.00
p_000009,2026-01-04,2026-01-09,5,Organic,organic,organic,CA,mid_pc,1,1,0.00
p_000009,2026-01-04,2026-01-20,16,Organic,organic,organic,CA,mid_pc,1,2,0.00
p_000009,2026-01-04,2026-02-10,37,Organic,organic,organic,CA,mid_pc,1,1,0.00
p_000009,2026-01-04,2026-02-19,46,Organic,organic,organic,CA,mid_pc,1,1,0.00
p_000010,2026-01-10,2026-01-10,0,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,2,0.00
p_000010,2026-01-10,2026-01-12,2,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,1,0.00
p_000010,2026-01-10,2026-01-16,6,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,1,0.00
p_000010,2026-01-10,2026-01-17,7,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,1,0.00
p_000010,2026-01-10,2026-01-19,9,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,4,0.00
p_000010,2026-01-10,2026-01-26,16,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,1,0.00
p_000010,2026-01-10,2026-01-28,18,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,2,0.00
p_000010,2026-01-10,2026-01-29,19,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,6,0.00
p_000010,2026-01-10,2026-01-30,20,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,2,0.00
p_000010,2026-01-10,2026-02-01,22,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,1,0.00
p_000010,2026-01-10,2026-02-08,29,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,5,0.00
p_000010,2026-01-10,2026-02-15,36,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,3,0.00
p_000010,2026-01-10,2026-02-17,38,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,4,0.00
p_000010,2026-01-10,2026-02-21,42,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,6,0.00
p_000010,2026-01-10,2026-02-27,48,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,4,0.00
p_000010,2026-01-10,2026-03-07,56,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,2,0.00
p_000010,2026-01-10,2026-03-25,74,Steam Featuring,steam_featuring_3,creative_4,US,low_pc,1,5,0.00
p_000011,2026-02-17,2026-02-17,0,TikTok,tiktok_3,creative_2,US,high_end_pc,1,3,0.00
p_000011,2026-02-17,2026-02-18,1,TikTok,tiktok_3,creative_2,US,high_end_pc,1,3,0.00
p_000011,2026-02-17,2026-02-21,4,TikTok,tiktok_3,creative_2,US,high_end_pc,1,2,0.00
p_000011,2026-02-17,2026-03-07,18,TikTok,tiktok_3,creative_2,US,high_end_pc,1,6,0.00
p_000011,2026-02-17,2026-03-10,21,TikTok,tiktok_3,creative_2,US,high_end_pc,1,4,0.00
p_000011,2026-02-17,2026-03-15,26,TikTok,tiktok_3,creative_2,US,high_end_pc,1,2,0.00
p_000012,2026-01-20,2026-01-20,0,TikTok,tiktok_2,creative_5,US,high_end_pc,1,6,0.00
p_000012,2026-01-20,2026-01-21,1,TikTok,tiktok_2,creative_5,US,high_end_pc,1,2,0.00
p_000012,2026-01-20,2026-01-24,4,TikTok,tiktok_2,creative_5,US,high_end_pc,1,5,0.00
p_000012,2026-01-20,2026-01-26,6,TikTok,tiktok_2,creative_5,US,high_end_pc,1,9,0.00
p_000012,2026-01-20,2026-01-27,7,TikTok,tiktok_2,creative_5,US,high_end_pc,1,4,0.00
p_000012,2026-01-20,2026-01-28,8,TikTok,tiktok_2,creative_5,US,high_end_pc,1,2,0.00
p_000012,2026-01-20,2026-01-29,9,TikTok,tiktok_2,creative_5,US,high_end_pc,1,6,0.00
p_000012,2026-01-20,2026-02-01,12,TikTok,tiktok_2,creative_5,US,high_end_pc,1,4,0.00
p_000012,2026-01-20,2026-02-03,14,TikTok,tiktok_2,creative_5,US,high_end_pc,1,5,0.00
p_000012,2026-01-20,2026-02-04,15,TikTok,tiktok_2,creative_5,US,high_end_pc,1,8,0.00
p_000012,2026-01-20,2026-02-10,21,TikTok,tiktok_2,creative_5,US,high_end_pc,1,10,0.00
p_000012,2026-01-20,2026-02-11,22,TikTok,tiktok_2,creative_5,US,high_end_pc,1,6,0.00
p_000012,2026-01-20,2026-02-12,23,TikTok,tiktok_2,creative_5,US,high_end_pc,1,4,0.00
p_000012,2026-01-20,2026-02-15,26,TikTok,tiktok_2,creative_5,US,high_end_pc,1,1,0.00
p_000012,2026-01-20,2026-02-17,28,TikTok,tiktok_2,creative_5,US,high_end_pc,1,5,0.00
p_000012,2026-01-20,2026-02-22,33,TikTok,tiktok_2,creative_5,US,high_end_pc,1,2,0.00
p_000012,2026-01-20,2026-02-23,34,TikTok,tiktok_2,creative_5,US,high_end_pc,1,7,0.00
p_000012,2026-01-20,2026-02-24,35,TikTok,tiktok_2,creative_5,US,high_end_pc,1,6,0.00
p_000012,2026-01-20,2026-02-27,38,TikTok,tiktok_2,creative_5,US,high_end_pc,1,8,0.00
p_000012,2026-01-20,2026-02-28,39,TikTok,tiktok_2,creative_5,US,high_end_pc,1,5,0.00
p_000012,2026-01-20,2026-03-04,43,TikTok,tiktok_2,creative_5,US,high_end_pc,1,5,0.00
p_000013,2026-01-24,2026-01-24,0,Google UAC,google_uac_1,creative_1,JP,steam_deck,1,0,0.00
p_000013,2026-01-24,2026-01-27,3,Google UAC,google_uac_1,creative_1,JP,steam_deck,1,0,0.00
p_000013,2026-01-24,2026-02-04,11,Google UAC,google_uac_1,creative_1,JP,steam_deck,1,0,0.00
p_000013,2026-01-24,2026-02-20,27,Google UAC,google_uac_1,creative_1,JP,steam_deck,1,0,0.00
p_000013,2026-01-24,2026-02-23,30,Google UAC,google_uac_1,creative_1,JP,steam_deck,1,0,0.00
p_000013,2026-01-24,2026-03-05,40,Google UAC,google_uac_1,creative_1,JP,steam_deck,1,0,0.00
p_000013,2026-01-24,2026-03-23,58,Google UAC,google_uac_1,creative_1,JP,steam_deck,1,0,0.00
p_000013,2026-01-24,2026-03-29,64,Google UAC,google_uac_1,creative_1,JP,steam_deck,1,0,0.00
p_000014,2026-01-20,2026-01-20,0,Influencer,influencer_3,creative_2,US,high_end_pc,1,4,0.00
p_000014,2026-01-20,2026-01-25,5,Influencer,influencer_3,creative_2,US,high_end_pc,1,11,0.00
p_000014,2026-01-20,2026-01-26,6,Influencer,influencer_3,creative_2,US,high_end_pc,1,4,0.00
p_000014,2026-01-20,2026-01-27,7,Influencer,influencer_3,creative_2,US,high_end_pc,1,4,0.00
p_000014,2026-01-20,2026-01-28,8,Influencer,influencer_3,creative_2,US,high_end_pc,1,1,0.00
p_000014,2026-01-20,2026-01-29,9,Influencer,influencer_3,creative_2,US,high_end_pc,1,2,0.00
p_000014,2026-01-20,2026-01-30,10,Influencer,influencer_3,creative_2,US,high_end_pc,1,2,0.00
p_000014,2026-01-20,2026-01-31,11,Influencer,influencer_3,creative_2,US,high_end_pc,1,4,0.00
p_000014,2026-01-20,2026-02-01,12,Influencer,influencer_3,creative_2,US,high_end_pc,1,3,0.00
p_000014,2026-01-20,2026-02-02,13,Influencer,influencer_3,creative_2,US,high_end_pc,1,3,0.00
p_000014,2026-01-20,2026-02-04,15,Influencer,influencer_3,creative_2,US,high_end_pc,1,1,0.00
p_000014,2026-01-20,2026-02-06,17,Influencer,influencer_3,creative_2,US,high_end_pc,1,3,0.00
p_000014,2026-01-20,2026-02-20,31,Influencer,influencer_3,creative_2,US,high_end_pc,1,2,0.00
p_000014,2026-01-20,2026-03-01,40,Influencer,influencer_3,creative_2,US,high_end_pc,1,4,0.00
p_000014,2026-01-20,2026-03-11,50,Influencer,influencer_3,creative_2,US,high_end_pc,1,2,0.00
p_000014,2026-01-20,2026-03-17,56,Influencer,influencer_3,creative_2,US,high_end_pc,1,2,0.00
p_000014,2026-01-20,2026-03-19,58,Influencer,influencer_3,creative_2,US,high_end_pc,1,1,0.00
p_000014,2026-01-20,2026-03-20,59,Influencer,influencer_3,creative_2,US,high_end_pc,1,1,0.00
p_000014,2026-01-20,2026-03-27,66,Influencer,influencer_3,creative_2,US,high_end_pc,1,1,0.00
p_000014,2026-01-20,2026-03-29,68,Influencer,influencer_3,creative_2,US,high_end_pc,1,2,0.00
p_000015,2026-01-20,2026-01-20,0,TikTok,tiktok_1,creative_4,CA,low_pc,1,0,0.00
p_000015,2026-01-20,2026-02-27,38,TikTok,tiktok_1,creative_4,CA,low_pc,1,0,0.00
p_000015,2026-01-20,2026-03-01,40,TikTok,tiktok_1,creative_4,CA,low_pc,1,0,0.00
p_000016,2026-01-06,2026-01-06,0,TikTok,tiktok_2,creative_4,KR,low_pc,1,0,0.00
p_000016,2026-01-06,2026-01-09,3,TikTok,tiktok_2,creative_4,KR,low_pc,1,0,0.00
p_000016,2026-01-06,2026-02-02,27,TikTok,tiktok_2,creative_4,KR,low_pc,1,0,0.00
p_000016,2026-01-06,2026-02-04,29,TikTok,tiktok_2,creative_4,KR,low_pc,1,0,0.00
p_000016,2026-01-06,2026-02-08,33,TikTok,tiktok_2,creative_4,KR,low_pc,1,0,0.00
p_000017,2026-02-13,2026-02-13,0,Google UAC,google_uac_1,creative_5,US,high_end_pc,1,3,0.00
p_000017,2026-02-13,2026-02-14,1,Google UAC,google_uac_1,creative_5,US,high_end_pc,1,2,0.00
p_000017,2026-02-13,2026-02-15,2,Google UAC,google_uac_1,creative_5,US,high_end_pc,1,3,0.00
p_000017,2026-02-13,2026-02-16,3,Google UAC,google_uac_1,creative_5,US,high_end_pc,1,1,0.00
p_000017,2026-02-13,2026-02-18,5,Google UAC,google_uac_1,creative_5,US,high_end_pc,1,5,0.00
p_000017,2026-02-13,2026-02-19,6,Google UAC,google_uac_1,creative_5,US,high_end_pc,1,1,0.00
p_000017,2026-02-13,2026-02-23,10,Google UAC,google_uac_1,creative_5,US,high_end_pc,1,5,0.00
p_000017,2026-02-13,2026-02-26,13,Google UAC,google_uac_1,creative_5,US,high_end_pc,1,5,0.00
p_000017,2026-02-13,2026-03-05,20,Google UAC,google_uac_1,creative_5,US,high_end_pc,1,5,0.00
p_000017,2026-02-13,2026-03-06,21,Google UAC,google_uac_1,creative_5,US,high_end_pc,1,7,0.00
p_000017,2026-02-13,2026-03-08,23,Google UAC,google_uac_1,creative_5,US,high_end_pc,1,1,0.00
p_000017,2026-02-13,2026-03-14,29,Google UAC,google_uac_1,creative_5,US,high_end_pc,1,5,0.00
p_000017,2026-02-13,2026-03-16,31,Google UAC,google_uac_1,creative_5,US,high_end_pc,1,3,0.00
p_000018,2026-01-25,2026-01-25,0,Organic,organic,organic,JP,low_pc,1,0,0.00
p_000018,2026-01-25,2026-02-02,8,Organic,organic,organic,JP,low_pc,1,0,0.00
p_000018,2026-01-25,2026-02-09,15,Organic,organic,organic,JP,low_pc,1,0,0.00
p_000018,2026-01-25,2026-02-18,24,Organic,organic,organic,JP,low_pc,1,0,0.00
p_000018,2026-01-25,2026-03-02,36,Organic,organic,organic,JP,low_pc,1,0,0.00
p_000019,2026-01-27,2026-01-29,2,Organic,organic,organic,JP,high_end_pc,1,0,0.00
p_000019,2026-01-27,2026-02-05,9,Organic,organic,organic,JP,high_end_pc,1,0,0.00
p_000019,2026-01-27,2026-02-06,10,Organic,organic,organic,JP,high_end_pc,1,0,0.00
p_000019,2026-01-27,2026-02-13,17,Organic,organic,organic,JP,high_end_pc,1,0,0.00
p_000019,2026-01-27,2026-02-17,21,Organic,organic,organic,JP,high_end_pc,1,0,0.00
p_000019,2026-01-27,2026-02-21,25,Organic,organic,organic,JP,high_end_pc,1,0,0.00
p_000019,2026-01-27,2026-03-04,36,Organic,organic,organic,JP,high_end_pc,1,0,0.00
p_000019,2026-01-27,2026-03-05,37,Organic,organic,organic,JP,high_end_pc,1,0,0.00
p_000019,2026-01-27,2026-03-23,55,Organic,organic,organic,JP,high_end_pc,1,0,0.00
p_000020,2026-01-02,2026-01-02,0,Steam Featuring,steam_featuring_1,creative_1,FR,high_end_pc,1,1,0.00
p_000020,2026-01-02,2026-01-04,2,Steam Featuring,steam_featuring_1,creative_1,FR,high_end_pc,1,1,0.00
p_000020,2026-01-02,2026-01-05,3,Steam Featuring,steam_featuring_1,creative_1,FR,high_end_pc,1,1,0.00
p_000020,2026-01-02,2026-01-06,4,Steam Featuring,steam_featuring_1,creative_1,FR,high_end_pc,1,4,0.00
p_000020,2026-01-02,2026-01-07,5,Steam Featuring,steam_featuring_1,creative_1,FR,high_end_pc,1,3,0.00
p_000020,2026-01-02,2026-01-09,7,Steam Featuring,steam_featuring_1,creative_1,FR,high_end_pc,1,2,0.00
p_000020,2026-01-02,2026-01-16,14,Steam Featuring,steam_featuring_1,creative_1,FR,high_end_pc,1,2,0.00
p_000020,2026-01-02,2026-01-18,16,Steam Featuring,steam_featuring_1,creative_1,FR,high_end_pc,1,1,0.00
p_000020,2026-01-02,2026-01-19,17,Steam Featuring,steam_featuring_1,creative_1,FR,high_end_pc,1,3,0.00
p_000020,2026-01-02,2026-01-22,20,Steam Featuring,steam_featuring_1,creative_1,FR,high_end_pc,1,5,0.00
p_000020,2026-01-02,2026-01-23,21,Steam Featuring,steam_featuring_1,creative_1,FR,high_end_pc,1,2,0.00
p_000020,2026-01-02,2026-02-04,33,Steam Featuring,steam_featuring_1,creative_1,FR,high_end_pc,1,3,0.00
p_000021,2026-02-22,2026-02-22,0,Meta,meta_2,creative_1,GB,high_end_pc,1,4,0.00
p_000021,2026-02-22,2026-02-23,1,Meta,meta_2,creative_1,GB,high_end_pc,1,3,0.00
p_000021,2026-02-22,2026-02-26,4,Meta,meta_2,creative_1,GB,high_end_pc,1,5,0.00
p_000021,2026-02-22,2026-02-28,6,Meta,meta_2,creative_1,GB,high_end_pc,1,2,0.00
p_000021,2026-02-22,2026-03-05,11,Meta,meta_2,creative_1,GB,high_end_pc,1,10,0.00
p_000021,2026-02-22,2026-03-06,12,Meta,meta_2,creative_1,GB,high_end_pc,1,4,0.00
p_000021,2026-02-22,2026-03-10,16,Meta,meta_2,creative_1,GB,high_end_pc,1,4,0.00
p_000021,2026-02-22,2026-03-14,20,Meta,meta_2,creative_1,GB,high_end_pc,1,4,0.00
p_000021,2026-02-22,2026-03-15,21,Meta,meta_2,creative_1,GB,high_end_pc,1,6,0.00
p_000021,2026-02-22,2026-03-20,26,Meta,meta_2,creative_1,GB,high_end_pc,1,2,0.00
p_000021,2026-02-22,2026-03-22,28,Meta,meta_2,creative_1,GB,high_end_pc,1,3,0.00
p_000021,2026-02-22,2026-03-23,29,Meta,meta_2,creative_1,GB,high_end_pc,1,7,0.00
p_000021,2026-02-22,2026-03-26,32,Meta,meta_2,creative_1,GB,high_end_pc,1,3,0.00
p_000021,2026-02-22,2026-03-29,35,Meta,meta_2,creative_1,GB,high_end_pc,1,3,0.00
p_000022,2026-01-11,2026-01-11,0,TikTok,tiktok_3,creative_4,JP,low_pc,1,2,0.00
p_000022,2026-01-11,2026-01-13,2,TikTok,tiktok_3,creative_4,JP,low_pc,1,2,0.00
p_000022,2026-01-11,2026-01-18,7,TikTok,tiktok_3,creative_4,JP,low_pc,1,4,0.00
p_000022,2026-01-11,2026-02-18,38,TikTok,tiktok_3,creative_4,JP,low_pc,1,4,0.00
p_000023,2026-02-22,2026-02-22,0,Google UAC,google_uac_3,creative_3,CA,low_pc,1,0,0.00
p_000023,2026-02-22,2026-02-24,2,Google UAC,google_uac_3,creative_3,CA,low_pc,1,0,0.00
p_000023,2026-02-22,2026-02-27,5,Google UAC,google_uac_3,creative_3,CA,low_pc,1,0,0.00
p_000023,2026-02-22,2026-03-04,10,Google UAC,google_uac_3,creative_3,CA,low_pc,1,0,0.00
p_000023,2026-02-22,2026-03-09,15,Google UAC,google_uac_3,creative_3,CA,low_pc,1,0,0.00
p_000023,2026-02-22,2026-03-11,17,Google UAC,google_uac_3,creative_3,CA,low_pc,1,0,0.00
p_000023,2026-02-22,2026-03-15,21,Google UAC,google_uac_3,creative_3,CA,low_pc,1,0,0.00
p_000023,2026-02-22,2026-03-16,22,Google UAC,google_uac_3,creative_3,CA,low_pc,1,0,0.00
p_000023,2026-02-22,2026-03-31,37,Google UAC,google_uac_3,creative_3,CA,low_pc,1,0,0.00
p_000024,2026-02-05,2026-02-05,0,Google UAC,google_uac_2,creative_1,KR,mid_pc,1,0,0.00
p_000024,2026-02-05,2026-02-09,4,Google UAC,google_uac_2,creative_1,KR,mid_pc,1,0,0.00
p_000024,2026-02-05,2026-02-11,6,Google UAC,google_uac_2,creative_1,KR,mid_pc,1,0,0.00
p_000024,2026-02-05,2026-02-14,9,Google UAC,google_uac_2,creative_1,KR,mid_pc,1,0,0.00
p_000024,2026-02-05,2026-02-16,11,Google UAC,google_uac_2,creative_1,KR,mid_pc,1,0,0.00
p_000024,2026-02-05,2026-02-20,15,Google UAC,google_uac_2,creative_1,KR,mid_pc,1,0,0.00
p_000024,2026-02-05,2026-02-22,17,Google UAC,google_uac_2,creative_1,KR,mid_pc,1,0,0.00
p_000024,2026-02-05,2026-02-23,18,Google UAC,google_uac_2,creative_1,KR,mid_pc,1,0,0.00
p_000024,2026-02-05,2026-03-01,24,Google UAC,google_uac_2,creative_1,KR,mid_pc,1,0,0.00
p_000025,2026-02-19,2026-02-19,0,Organic,organic,organic,US,high_end_pc,1,4,0.00
p_000025,2026-02-19,2026-02-21,2,Organic,organic,organic,US,high_end_pc,1,5,0.00
p_000025,2026-02-19,2026-02-22,3,Organic,organic,organic,US,high_end_pc,1,3,0.00
p_000025,2026-02-19,2026-02-23,4,Organic,organic,organic,US,high_end_pc,1,7,0.00
p_000025,2026-02-19,2026-02-28,9,Organic,organic,organic,US,high_end_pc,1,5,0.00
p_000025,2026-02-19,2026-03-01,10,Organic,organic,organic,US,high_end_pc,1,3,0.00
p_000025,2026-02-19,2026-03-05,14,Organic,organic,organic,US,high_end_pc,1,3,0.00
p_000025,2026-02-19,2026-03-08,17,Organic,organic,organic,US,high_end_pc,1,4,0.00
p_000025,2026-02-19,2026-03-12,21,Organic,organic,organic,US,high_end_pc,1,8,0.00
p_000025,2026-02-19,2026-03-13,22,Organic,organic,organic,US,high_end_pc,1,6,0.00
p_000025,2026-02-19,2026-03-18,27,Organic,organic,organic,US,high_end_pc,1,8,0.00
p_000025,2026-02-19,2026-03-22,31,Organic,organic,organic,US,high_end_pc,1,1,0.00
p_000025,2026-02-19,2026-03-23,32,Organic,organic,organic,US,high_end_pc,1,4,0.00
p_000025,2026-02-19,2026-03-25,34,Organic,organic,organic,US,high_end_pc,1,2,0.00
p_000025,2026-02-19,2026-03-27,36,Organic,organic,organic,US,high_end_pc,1,3,0.00
p_000026,2026-01-30,2026-01-30,0,Google UAC,google_uac_2,creative_1,US,low_pc,1,1,0.00
p_000026,2026-01-30,2026-01-31,1,Google UAC,google_uac_2,creative_1,US,low_pc,1,4,0.00
p_000026,2026-01-30,2026-02-02,3,Google UAC,google_uac_2,creative_1,US,low_pc,1,6,0.00
p_000026,2026-01-30,2026-02-03,4,Google UAC,google_uac_2,creative_1,US,low_pc,1,2,0.00
p_000026,2026-01-30,2026-02-05,6,Google UAC,google_uac_2,creative_1,US,low_pc,1,1,0.00
p_000026,2026-01-30,2026-02-11,12,Google UAC,google_uac_2,creative_1,US,low_pc,1,5,0.00
p_000026,2026-01-30,2026-02-12,13,Google UAC,google_uac_2,creative_1,US,low_pc,1,3,0.00
p_000026,2026-01-30,2026-02-13,14,Google UAC,google_uac_2,creative_1,US,low_pc,1,2,0.00
p_000026,2026-01-30,2026-02-15,16,Google UAC,google_uac_2,creative_1,US,low_pc,1,5,0.00
p_000026,2026-01-30,2026-02-16,17,Google UAC,google_uac_2,creative_1,US,low_pc,1,2,0.00
