player_id,experiment_id,variant,exposed_date,retained_d7,made_purchase_7d,revenue_7d
p_000076,xp_onboarding_mission_pack,control,2026-02-24,0,0,0.00
p_000077,xp_onboarding_mission_pack,mission_pack,2026-02-10,0,0,0.00
p_000078,xp_onboarding_mission_pack,control,2026-01-15,1,0,0.00
p_000079,xp_onboarding_mission_pack,control,2026-02-09,1,0,0.00
p_000080,xp_onboarding_mission_pack,control,2026-01-22,1,0,0.00
p_000081,xp_onboarding_mission_pack,control,2026-02-17,0,0,0.00
p_000082,xp_onboarding_mission_pack,control,2026-01-23,0,0,0.00
p_000083,xp_onboarding_mission_pack,mission_pack,2026-02-01,0,0,0.00
p_000084,xp_onboarding_mission_pack,control,2026-02-09,0,0,0.00
p_000085,xp_onboarding_mission_pack,mission_pack,2026-01-02,0,0,0.00
p_000086,xp_onboarding_mission_pack,mission_pack,2026-02-10,1,0,0.00
p_000087,xp_onboarding_mission_pack,control,2026-02-06,1,0,0.00
p_000088,xp_onboarding_mission_pack,control,2026-02-02,1,0,0.00
p_000089,xp_onboarding_mission_pack,control,2026-01-23,0,0,0.00
p_000090,xp_onboarding_mission_pack,control,2026-01-11,0,0,0.00
p_000091,xp_onboarding_mission_pack,control,2026-02-22,0,0,0.00
p_000092,xp_onboarding_mission_pack,mission_pack,2026-01-06,0,0,0.00
p_000093,xp_onboarding_mission_pack,control,2026-02-11,1,0,0.00
p_000094,xp_onboarding_mission_pack,control,2026-02-05,1,0,0.00
p_000095,xp_onboarding_mission_pack,control,2026-02-22,0,0,0.00
p_000096,xp_onboarding_mission_pack,control,2026-01-20,0,0,0.00
p_000097,xp_onboarding_mission_pack,control,2026-02-23,1,0,0.00
p_000098,xp_onboarding_mission_pack,control,2026-01-25,0,0,0.00
p_000099,xp_onboarding_mission_pack,mission_pack,2026-02-01,0,0,0.00
p_000100,xp_onboarding_mission_pack,mission_pack,2026-02-03,1,0,0.00
p_000101,xp_onboarding_mission_pack,mission_pack,2026-01-08,0,0,0.00
p_000102,xp_onboarding_mission_pack,mission_pack,2026-02-19,0,0,0.00
p_000103,xp_onboarding_mission_pack,mission_pack,2026-02-14,0,0,0.00
p_000104,xp_onboarding_mission_pack,control,2026-02-09,0,0,0.00
p_000105,xp_onboarding_mission_pack,control,2026-01-02,1,0,0.00
p_000106,xp_onboarding_mission_pack,control,2026-01-03,1,0,0.00
p_000107,xp_onboarding_mission_pack,control,2026-01-03,0,0,0.00
p_000108,xp_onboarding_mission_pack,mission_pack,2026-01-12,1,0,0.00
p_000109,xp_onboarding_mission_pack,control,2026-02-14,1,1,4.99
p_000110,xp_onboarding_mission_pack,control,2026-02-02,0,0,0.00
p_000111,xp_onboarding_mission_pack,control,2026-02-23,0,0,0.00
p_000112,xp_onboarding_mission_pack,control,2026-02-07,0,0,0.00
p_000113,xp_onboarding_mission_pack,control,2026-02-21,0,0,0.00
p_000114,xp_onboarding_mission_pack,control,2026-02-05,1,0,0.00
p_000115,xp_onboarding_mission_pack,control,2026-01-30,1,0,0.00
p_000116,xp_onboarding_mission_pack,mission_pack,2026-01-30,0,0,0.00
p_000117,xp_onboarding_mission_pack,control,2026-02-08,0,0,0.00
p_000118,xp_onboarding_mission_pack,mission_pack,2026-02-02,0,0,0.00
p_000119,xp_onboarding_mission_pack,mission_pack,2026-01-19,0,0,0.00
p_000120,xp_onboarding_mission_pack,mission_pack,2026-02-01,0,0,0.00
p_000121,xp_onboarding_mission_pack,mission_pack,2026-01-30,0,0,0.00
p_000122,xp_onboarding_mission_pack,control,2026-01-29,0,0,0.00
p_000123,xp_onboarding_mission_pack,control,2026-01-06,0,0,0.00
p_000124,xp_onboarding_mission_pack,mission_pack,2026-02-08,0,0,0.00
p_000125,xp_onboarding_mission_pack,control,2026-02-19,0,0,0.00
p_000126,xp_onboarding_mission_pack,control,2026-01-30,0,0,0.00
p_000127,xp_onboarding_mission_pack,control,2026-02-06,1,0,0.00
p_000128,xp_onboarding_mission_pack,mission_pack,2026-02-24,0,0,0.00
p_000129,xp_onboarding_mission_pack,control,2026-01-13,0,0,0.00
p_000130,xp_onboarding_mission_pack,control,2026-01-08,0,0,0.00
p_000131,xp_onboarding_mission_pack,control,2026-02-15,1,0,0.00
p_000132,xp_onboarding_mission_pack,mission_pack,2026-02-15,0,0,0.00
p_000133,xp_onboarding_mission_pack,control,2026-02-18,0,0,0.00
p_000134,xp_onboarding_mission_pack,control,2026-01-14,0,0,0.00
p_000135,xp_onboarding_mission_pack,mission_pack,2026-01-04,0,0,0.00
p_000136,xp_onboarding_mission_pack,mission_pack,2026-02-12,0,0,0.00
p_000137,xp_onboarding_mission_pack,control,2026-01-02,0,0,0.00
p_000138,xp_onboarding_mission_pack,mission_pack,2026-01-01,0,0,0.00
p_000139,xp_onboarding_mission_pack,mission_pack,2026-02-21,0,0,0.00
p_000140,xp_onboarding_mission_pack,control,2026-02-14,0,0,0.00
p_000141,xp_onboarding_mission_pack,control,2026-01-06,1,0,0.00
p_000142,xp_onboarding_mission_pack,control,2026-02-06,0,0,0.00
p_000143,xp_onboarding_mission_pack,mission_pack,2026-02-06,0,0,0.00
p_000144,xp_onboarding_mission_pack,control,2026-01-12,0,0,0.00
p_000145,xp_onboarding_mission_pack,mission_pack,2026-01-11,1,0,0.00
p_000146,xp_onboarding_mission_pack,control,2026-02-22,0,0,0.00
p_000147,xp_onboarding_mission_pack,mission_pack,2026-02-20,0,0,0.00
p_000148,xp_onboarding_mission_pack,control,2026-01-12,1,0,0.00
p_000149,xp_onboarding_mission_pack,mission_pack,2026-01-16,1,0,0.00
p_000150,xp_onboarding_mission_pack,mission_pack,2026-02-16,0,0,0.00
p_000151,xp_onboarding_mission_pack,mission_pack,2026-01-07,1,0,0.00
p_000152,xp_onboarding_mission_pack,mission_pack,2026-02-03,1,0,0.00
p_000153,xp_onboarding_mission_pack,mission_pack,2026-02-20,0,0,0.00
p_000154,xp_onboarding_mission_pack,control,2026-01-28,1,0,0.00
p_000155,xp_onboarding_mission_pack,control,2026-01-13,1,0,0.00
p_000156,xp_onboarding_mission_pack,control,2026-01-12,1,0,0.00
p_000157,xp_onboarding_mission_pack,control,2026-01-25,0,0,0.00
p_000158,xp_onboarding_mission_pack,control,2026-02-03,0,0,0.00
p_000159,xp_onboarding_mission_pack,control,2026-01-02,1,0,0.00
p_000160,xp_onboarding_mission_pack,control,2026-02-07,0,0,0.00
p_000161,xp_onboarding_mission_pack,mission_pack,2026-01-23,1,0,0.00
p_000162,xp_onboarding_mission_pack,mission_pack,2026-02-11,0,0,0.00
p_000163,xp_onboarding_mission_pack,control,2026-02-02,0,0,0.00
p_000164,xp_onboarding_mission_pack,mission_pack,2026-01-16,0,0,0.00
p_000165,xp_onboarding_mission_pack,mission_pack,2026-01-26,1,0,0.00
p_000166,xp_onboarding_mission_pack,control,2026-01-11,1,0,0.00
p_000167,xp_onboarding_mission_pack,mission_pack,2026-02-16,1,0,0.00
p_000168,xp_onboarding_mission_pack,mission_pack,2026-02-11,0,0,0.00
p_000169,xp_onboarding_mission_pack,mission_pack,2026-02-11,0,0,0.00
p_000170,xp_onboarding_mission_pack,control,2026-01-16,0,0,0.00
p_000171,xp_onboarding_mission_pack,control,2026-01-09,0,0,0.00
p_000172,xp_onboarding_mission_pack,mission_pack,2026-02-13,1,0,0.00
p_000173,xp_onboarding_mission_pack,control,2026-01-25,0,0,0.00
p_000174,xp_onboarding_mission_pack,mission_pack,2026-01-02,1,0,0.00
p_000175,xp_onboarding_mission_pack,mission_pack,2026-01-08,0,0,0.00
p_000176,xp_onboarding_mission_pack,mission_pack,2026-01-23,0,0,0.00
p_000177,xp_onboarding_mission_pack,control,2026-01-25,1,0,0.00
p_000178,xp_onboarding_mission_pack,mission_pack,2026-01-28,1,0,0.00
p_000179,xp_onboarding_mission_pack,mission_pack,2026-01-10,1,0,0.00
p_000180,xp_onboarding_mission_pack,control,2026-01-16,1,0,0.00
p_000181,xp_onboarding_mission_pack,mission_pack,2026-01-18,0,0,0.00
p_000182,xp_onboarding_mission_pack,mission_pack,2026-01-20,1,0,0.00
p_000183,xp_onboarding_mission_pack,mission_pack,2026-02-22,1,0,0.00
p_000184,xp_onboarding_mission_pack,mission_pack,2026-02-21,0,0,0.00
p_000185,xp_onboarding_mission_pack,control,2026-01-30,1,0,0.00
p_000186,xp_onboarding_mission_pack,control,2026-02-07,1,0,0.00
p_000187,xp_onboarding_mission_pack,control,2026-02-21,0,0,0.00
p_000188,xp_onboarding_mission_pack,control,2026-02-16,1,0,0.00
p_000189,xp_onboarding_mission_pack,mission_pack,2026-02-09,0,0,0.00
p_000190,xp_onboarding_mission_pack,mission_pack,2026-02-03,0,0,0.00
p_000191,xp_onboarding_mission_pack,mission_pack,2026-02-04,0,0,0.00
p_000192,xp_onboarding_mission_pack,mission_pack,2026-01-12,1,0,0.00
p_000193,xp_onboarding_mission_pack,control,2026-02-11,0,0,0.00
p_000194,xp_onboarding_mission_pack,mission_pack,2026-02-11,1,0,0.00
p_000195,xp_onboarding_mission_pack,control,2026-02-12,1,0,0.00
p_000196,xp_onboarding_mission_pack,mission_pack,2026-02-22,0,0,0.00
p_000197,xp_onboarding_mission_pack,control,2026-01-24,0,0,0.00
p_000198,xp_onboarding_mission_pack,mission_pack,2026-01-14,1,0,0.00
p_000199,xp_onboarding_mission_pack,control,2026-01-27,0,0,0.00
p_000200,xp_onboarding_mission_pack,control,2026-01-22,0,0,0.00
p_000201,xp_onboarding_mission_pack,control,2026-01-11,0,0,0.00
p_000202,xp_onboarding_mission_pack,mission_pack,2026-01-28,0,0,0.00
p_000203,xp_onboarding_mission_pack,mission_pack,2026-02-07,0,0,0.00
p_000204,xp_onboarding_mission_pack,mission_pack,2026-01-31,1,0,0.00
p_000205,xp_onboarding_mission_pack,control,2026-01-09,1,0,0.00
p_000206,xp_onboarding_mission_pack,mission_pack,2026-01-14,0,0,0.00
p_000207,xp_onboarding_mission_pack,control,2026-02-12,1,0,0.00
p_000208,xp_onboarding_mission_pack,control,2026-01-24,1,0,0.00
p_000209,xp_onboarding_mission_pack,mission_pack,2026-01-02,1,0,0.00
p_000210,xp_onboarding_mission_pack,control,2026-01-21,1,0,0.00
p_000211,xp_onboarding_mission_pack,mission_pack,2026-02-21,0,0,0.00
p_000212,xp_onboarding_mission_pack,mission_pack,2026-01-16,0,0,0.00
p_000213,xp_onboarding_mission_pack,control,2026-01-11,0,0,0.00
p_000214,xp_onboarding_mission_pack,mission_pack,2026-02-10,1,0,0.00
p_000215,xp_onboarding_mission_pack,mission_pack,2026-01-04,1,0,0.00
p_000216,xp_onboarding_mission_pack,mission_pack,2026-02-10,0,0,0.00
p_000217,xp_onboarding_mission_pack,control,2026-01-11,0,0,0.00
p_000218,xp_onboarding_mission_pack,control,2026-01-19,0,0,0.00
p_000219,xp_onboarding_mission_pack,mission_pack,2026-01-04,0,1,9.99
p_000220,xp_onboarding_mission_pack,control,2026-01-16,1,0,0.00
p_000221,xp_onboarding_mission_pack,mission_pack,2026-02-23,1,0,0.00
p_000222,xp_onboarding_mission_pack,control,2026-01-04,0,0,0.00
p_000223,xp_onboarding_mission_pack,mission_pack,2026-02-10,0,0,0.00
p_000224,xp_onboarding_mission_pack,mission_pack,2026-02-15,0,0,0.00
p_000225,xp_onboarding_mission_pack,control,2026-01-23,0,0,0.00
p_000226,xp_onboarding_mission_pack,control,2026-02-16,1,0,0.00
p_000227,xp_onboarding_mission_pack,control,2026-01-26,1,0,0.00
p_000228,xp_onboarding_mission_pack,mission_pack,2026-01-26,0,0,0.00
p_000229,xp_onboarding_mission_pack,mission_pack,2026-02-18,0,0,0.00
p_000230,xp_onboarding_mission_pack,mission_pack,2026-01-10,0,0,0.00
p_000231,xp_onboarding_mission_pack,control,2026-01-24,1,0,0.00
p_000232,xp_onboarding_mission_pack,control,2026-01-09,0,0,0.00
p_000233,xp_onboarding_mission_pack,mission_pack,2026-01-17,1,0,0.00
p_000234,xp_onboarding_mission_pack,mission_pack,2026-02-15,1,0,0.00
p_000235,xp_onboarding_mission_pack,control,2026-01-01,0,0,0.00
p_000236,xp_onboarding_mission_pack,control,2026-01-31,0,0,0.00
p_000237,xp_onboarding_mission_pack,mission_pack,2026-01-22,1,0,0.00
p_000238,xp_onboarding_mission_pack,mission_pack,2026-01-31,0,0,0.00
p_000239,xp_onboarding_mission_pack,control,2026-01-02,0,0,0.00
p_000240,xp_onboarding_mission_pack,control,2026-01-17,0,0,0.00
p_000241,xp_onboarding_mission_pack,control,2026-02-22,0,0,0.00
p_000242,xp_onboarding_mission_pack,control,2026-02-03,0,0,0.00
p_000243,xp_onboarding_mission_pack,control,2026-01-07,0,0,0.00
p_000244,xp_onboarding_mission_pack,control,2026-01-04,1,0,0.00
p_000245,xp_onboarding_mission_pack,mission_pack,2026-01-21,0,0,0.00
p_000246,xp_onboarding_mission_pack,mission_pack,2026-01-23,0,0,0.00
p_000247,xp_onboarding_mission_pack,control,2026-01-18,0,0,0.00
p_000248,xp_onboarding_mission_pack,mission_pack,2026-02-18,1,0,0.00
p_000249,xp_onboarding_mission_pack,control,2026-02-08,0,0,0.00
p_000250,xp_onboarding_mission_pack,mission_pack,2026-01-07,1,0,0.00
p_000251,xp_onboarding_mission_pack,control,2026-02-22,0,1,9.99
p_000252,xp_onboarding_mission_pack,control,2026-01-02,1,0,0.00
p_000253,xp_onboarding_mission_pack,control,2026-02-15,0,0,0.00
p_000254,xp_onboarding_mission_pack,control,2026-01-07,0,0,0.00
p_000255,xp_onboarding_mission_pack,mission_pack,2026-01-25,0,0,0.00
p_000256,xp_onboarding_mission_pack,control,2026-01-19,1,0,0.00
p_000257,xp_onboarding_mission_pack,control,2026-01-17,1,0,0.00
p_000258,xp_onboarding_mission_pack,mission_pack,2026-01-03,1,0,0.00
p_000259,xp_onboarding_mission_pack,mission_pack,2026-02-24,1,0,0.00
p_000260,xp_onboarding_mission_pack,control,2026-01-04,0,0,0.00
p_000261,xp_onboarding_mission_pack,control,2026-01-28,0,0,0.00
p_000262,xp_onboarding_mission_pack,control,2026-01-25,1,0,0.00
p_000263,xp_onboarding_mission_pack,control,2026-01-05,0,0,0.00
p_000264,xp_onboarding_mission_pack,mission_pack,2026-02-19,0,0,0.00
p_000265,xp_onboarding_mission_pack,mission_pack,2026-01-30,0,0,0.00
p_000266,xp_onboarding_mission_pack,mission_pack,2026-01-10,0,0,0.00
p_000267,xp_onboarding_mission_pack,control,2026-01-01,0,0,0.00
p_000268,xp_onboarding_mission_pack,control,2026-01-03,1,1,9.99
p_000269,xp_onboarding_mission_pack,mission_pack,2026-02-08,1,0,0.00
p_000270,xp_onboarding_mission_pack,control,2026-02-20,0,0,0.00
p_000271,xp_onboarding_mission_pack,mission_pack,2026-01-19,0,0,0.00
p_000272,xp_onboarding_mission_pack,control,2026-01-12,0,0,0.00
p_000273,xp_onboarding_mission_pack,mission_pack,2026-02-13,1,0,0.00
p_000274,xp_onboarding_mission_pack,mission_pack,2026-02-18,0,0,0.00
p_000275,xp_onboarding_mission_pack,control,2026-01-30,1,0,0.00
p_000276,xp_onboarding_mission_pack,mission_pack,2026-02-07,1,0,0.00
p_000277,xp_onboarding_mission_pack,control,2026-01-17,0,0,0.00
p_000278,xp_onboarding_mission_pack,control,2026-01-30,0,0,0.00
p_000279,xp_onboarding_mission_pack,mission_pack,2026-02-22,0,0,0.00
p_000280,xp_onboarding_mission_pack,mission_pack,2026-01-02,1,0,0.00
p_000281,xp_onboarding_mission_pack,control,2026-01-14,1,0,0.00
p_000282,xp_onboarding_mission_pack,control,2026-02-19,1,0,0.00
p_000283,xp_onboarding_mission_pack,mission_pack,2026-02-23,0,0,0.00
p_000284,xp_onboarding_mission_pack,control,2026-01-24,1,0,0.00
p_000285,xp_onboarding_mission_pack,control,2026-02-05,1,0,0.00
p_000286,xp_onboarding_mission_pack,control,2026-02-07,0,0,0.00
p_000287,xp_onboarding_mission_pack,control,2026-02-13,1,0,0.00
p_000288,xp_onboarding_mission_pack,mission_pack,2026-01-01,1,0,0.00
p_000289,xp_onboarding_mission_pack,control,2026-02-07,1,0,0.00
p_000290,xp_onboarding_mission_pack,control,2026-02-02,0,0,0.00
p_000291,xp_onboarding_mission_pack,control,2026-01-26,0,0,0.00
p_000292,xp_onboarding_mission_pack,mission_pack,2026-02-05,0,0,0.00
p_000293,xp_onboarding_mission_pack,mission_pack,2026-01-27,0,0,0.00
p_000294,xp_onboarding_mission_pack,mission_pack,2026-01-29,0,0,0.00
p_000295,xp_onboarding_mission_pack,mission_pack,2026-01-15,0,0,0.00
p_000296,xp_onboarding_mission_pack,control,2026-01-27,0,0,0.00
p_000297,xp_onboarding_mission_pack,mission_pack,2026-02-18,0,0,0.00
p_000298,xp_onboarding_mission_pack,mission_pack,2026-02-18,1,0,0.00
p_000299,xp_onboarding_mission_pack,control,2026-01-02,0,0,0.00
p_000300,xp_onboarding_mission_pack,control,2026-02-19,0,0,0.00
p_000301,xp_onboarding_mission_pack,mission_pack,2026-02-19,0,0,0.00
p_000302,xp_onboarding_mission_pack,mission_pack,2026-01-09,0,0,0.00
p_000303,xp_onboarding_mission_pack,mission_pack,2026-01-12,0,0,0.00
p_000304,xp_onboarding_mission_pack,mission_pack,2026-01-19,0,0,0.00
p_000305,xp_onboarding_mission_pack,control,2026-01-29,1,0,0.00
p_000306,xp_onboarding_mission_pack,mission_pack,2026-02-20,0,0,0.00
p_000307,xp_onboarding_mission_pack,mission_pack,2026-01-03,0,0,0.00
p_000308,xp_onboarding_mission_pack,mission_pack,2026-02-04,1,0,0.00
p_000309,xp_onboarding_mission_pack,mission_pack,2026-01-31,0,0,0.00
p_000310,xp_onboarding_mission_pack,control,2026-01-03,1,0,0.00
p_000311,xp_onboarding_mission_pack,control,2026-01-16,1,0,0.00
p_000312,xp_onboarding_mission_pack,mission_pack,2026-02-19,0,0,0.00
p_000313,xp_onboarding_mission_pack,control,2026-02-02,1,0,0.00
p_000314,xp_onboarding_mission_pack,control,2026-01-17,1,0,0.00
p_000315,xp_onboarding_mission_pack,control,2026-01-12,0,0,0.00
p_000316,xp_onboarding_mission_pack,mission_pack,2026-02-05,0,0,0.00
p_000317,xp_onboarding_mission_pack,control,2026-01-01,1,0,0.00
p_000318,xp_onboarding_mission_pack,control,2026-02-24,0,0,0.00
p_000319,xp_onboarding_mission_pack,mission_pack,2026-02-04,1,0,0.00
p_000320,xp_onboarding_mission_pack,mission_pack,2026-02-19,0,0,0.00
p_000321,xp_onboarding_mission_pack,mission_pack,2026-02-03,1,0,0.00
p_000322,xp_onboarding_mission_pack,control,2026-01-04,0,0,0.00
p_000323,xp_onboarding_mission_pack,control,2026-01-05,0,0,0.00
p_000324,xp_onboarding_mission_pack,control,2026-01-26,0,0,0.00
p_000325,xp_onboarding_mission_pack,mission_pack,2026-02-07,1,0,0.00
p_000326,xp_onboarding_mission_pack,control,2026-01-18,0,0,0.00
p_000327,xp_onboarding_mission_pack,control,2026-01-06,1,0,0.00
p_000328,xp_onboarding_mission_pack,mission_pack,2026-01-13,0,0,0.00
p_000329,xp_onboarding_mission_pack,mission_pack,2026-01-07,0,0,0.00
p_000330,xp_onboarding_mission_pack,control,2026-02-12,0,0,0.00
p_000331,xp_onboarding_mission_pack,control,2026-02-14,0,0,0.00
p_000332,xp_onboarding_mission_pack,control,2026-02-06,1,0,0.00
p_000333,xp_onboarding_mission_pack,control,2026-01-17,1,0,0.00
p_000334,xp_onboarding_mission_pack,control,2026-01-27,0,0,0.00
p_000335,xp_onboarding_mission_pack,mission_pack,2026-01-20,1,0,0.00
p_000336,xp_onboarding_mission_pack,mission_pack,2026-01-03,1,0,0.00
p_000337,xp_onboarding_mission_pack,mission_pack,2026-01-25,1,0,0.00
p_000338,xp_onboarding_mission_pack,mission_pack,2026-01-18,0,1,4.99
p_000339,xp_onboarding_mission_pack,control,2026-01-10,0,0,0.00
p_000340,xp_onboarding_mission_pack,control,2026-01-07,1,0,0.00
p_000341,xp_onboarding_mission_pack,control,2026-01-28,0,0,0.00
p_000342,xp_onboarding_mission_pack,control,2026-01-01,1,0,0.00
p_000343,xp_onboarding_mission_pack,control,2026-01-22,1,1,19.99
p_000344,xp_onboarding_mission_pack,mission_pack,2026-01-08,0,0,0.00
p_000345,xp_onboarding_mission_pack,control,2026-01-21,0,0,0.00
p_000346,xp_onboarding_mission_pack,mission_pack,2026-01-28,0,1,9.98
p_000347,xp_onboarding_mission_pack,mission_pack,2026-02-07,0,0,0.00
p_000348,xp_onboarding_mission_pack,control,2026-01-16,1,0,0.00
p_000349,xp_onboarding_mission_pack,mission_pack,2026-02-15,0,0,0.00
p_000350,xp_onboarding_mission_pack,control,2026-01-29,0,0,0.00
p_000351,xp_onboarding_mission_pack,control,2026-02-16,0,0,0.00
p_000352,xp_onboarding_mission_pack,control,2026-02-05,0,0,0.00
p_000353,xp_onboarding_mission_pack,control,2026-02-22,1,0,0.00
p_000354,xp_onboarding_mission_pack,mission_pack,2026-01-17,0,0,0.00
p_000355,xp_onboarding_mission_pack,mission_pack,2026-01-02,0,0,0.00
p_000356,xp_onboarding_mission_pack,control,2026-02-17,0,0,0.00
p_000357,xp_onboarding_mission_pack,control,2026-01-03,0,0,0.00
p_000358,xp_onboarding_mission_pack,control,2026-01-12,1,0,0.00
p_000359,xp_onboarding_mission_pack,mission_pack,2026-01-12,0,0,0.00
p_000360,xp_onboarding_mission_pack,mission_pack,2026-02-21,1,0,0.00
p_000361,xp_onboarding_mission_pack,control,2026-02-16,0,0,0.00
p_000362,xp_onboarding_mission_pack,mission_pack,2026-01-07,1,0,0.00
p_000363,xp_onboarding_mission_pack,mission_pack,2026-01-07,0,0,0.00
p_000364,xp_onboarding_mission_pack,mission_pack,2026-02-16,0,0,0.00
p_000365,xp_onboarding_mission_pack,control,2026-01-21,0,0,0.00
p_000366,xp_onboarding_mission_pack,control,2026-01-07,1,0,0.00
p_000367,xp_onboarding_mission_pack,control,2026-01-02,0,0,0.00
p_000368,xp_onboarding_mission_pack,control,2026-01-23,1,0,0.00
